sdm,target,layer,r2_test
sdm-dvector,sdm-emotion2vec,15,-0.5064578652381897
sdm-dvector,sdm-emotion2vec,16,-0.5507669448852539
sdm-dvector,sdm-emotion2vec,17,-0.6026985049247742
sdm-dvector,sdm-emotion2vec,18,-0.6950591206550598
sdm-dvector,sdm-emotion2vec,19,-0.799876868724823
sdm-dvector,sdm-emotion2vec,20,-0.845795214176178
sdm-dvector,sdm-emotion2vec,21,-0.9574918746948242
sdm-dvector,sdm-emotion2vec,22,-1.1088237762451172
sdm-dvector,sdm-emotion2vec,23,-1.2586721181869507
sdm-dvector,sdm-emotion2vec,24,0.08579593151807785
sdm-mpm,sdm-xlsr-fairseq,0,-0.008619769476354122
sdm-mpm,sdm-xlsr-fairseq,1,-0.1817747950553894
sdm-mpm,sdm-xlsr-fairseq,2,-0.20270974934101105
sdm-mpm,sdm-xlsr-fairseq,3,-0.2563701868057251
sdm-mpm,sdm-xlsr-fairseq,4,-0.2989359200000763
sdm-mpm,sdm-xlsr-fairseq,5,-0.3566986620426178
sdm-mpm,sdm-xlsr-fairseq,6,-0.3070131242275238
sdm-mpm,sdm-xlsr-fairseq,7,-0.23564831912517548
sdm-mpm,sdm-xlsr-fairseq,8,-0.18911369144916534
sdm-mpm,sdm-xlsr-fairseq,9,-0.1666196882724762
sdm-mpm,sdm-xlsr-fairseq,10,-0.12070202827453613
sdm-mpm,sdm-xlsr-fairseq,11,-0.08419144153594971
sdm-mpm,sdm-xlsr-fairseq,12,-0.10675233602523804
sdm-mpm,sdm-xlsr-fairseq,13,-0.07069631665945053
sdm-mpm,sdm-xlsr-fairseq,14,-0.09689304232597351
sdm-mpm,sdm-xlsr-fairseq,15,-0.0980929508805275
sdm-mpm,sdm-xlsr-fairseq,16,-0.1252104789018631
sdm-mpm,sdm-xlsr-fairseq,17,-0.14603857696056366
sdm-mpm,sdm-xlsr-fairseq,18,-0.21600204706192017
sdm-mpm,sdm-xlsr-fairseq,19,-0.29750490188598633
sdm-mpm,sdm-xlsr-fairseq,20,-0.34868934750556946
sdm-mpm,sdm-xlsr-fairseq,21,-0.42221662402153015
sdm-mpm,sdm-xlsr-fairseq,22,-0.5389640927314758
sdm-mpm,sdm-xlsr-fairseq,23,-0.6775843501091003
sdm-mpm,sdm-xlsr-fairseq,24,0.216730535030365
sdm-mpm,sdm-dvector,0,0.44374799728393555
sdm-mpm,sdm-dvector,1,0.416631281375885
sdm-mpm,sdm-dvector,2,0.39675143361091614
sdm-mpm,sdm-dvector,3,0.3755183219909668
sdm-mpm,sdm-dvector,4,0.28884750604629517
sdm-mpm,sdm-dvector,5,0.1572241485118866
sdm-mpm,sdm-dvector,6,0.10566912591457367
sdm-mpm,sdm-dvector,7,0.07205960899591446
sdm-mpm,sdm-dvector,8,-0.0021912921220064163
sdm-mpm,sdm-dvector,9,-0.04310610145330429
sdm-mpm,sdm-dvector,10,-0.05089274421334267
sdm-mpm,sdm-dvector,11,-0.07982578128576279
sdm-mpm,sdm-dvector,12,-0.15171486139297485
sdm-mpm,sdm-dvector,13,-0.17776229977607727
sdm-mpm,sdm-dvector,14,-0.16060423851013184
sdm-mpm,sdm-dvector,15,-0.18120723962783813
sdm-mpm,sdm-dvector,16,-0.23215633630752563
sdm-mpm,sdm-dvector,17,-0.22210055589675903
sdm-mpm,sdm-dvector,18,-0.1775214970111847
sdm-mpm,sdm-dvector,19,-0.19567453861236572
sdm-mpm,sdm-dvector,20,-0.18982750177383423
sdm-mpm,sdm-dvector,21,-0.2791479825973511
sdm-mpm,sdm-dvector,22,-0.3638678789138794
sdm-mpm,sdm-dvector,23,-0.43580737709999084
sdm-mpm,sdm-dvector,24,0.31158027052879333
sdm-mpm,sdm-mpm,0,0.13070237636566162
sdm-mpm,sdm-mpm,1,-0.10459104180335999
sdm-mpm,sdm-mpm,2,-0.1305348128080368
sdm-mpm,sdm-mpm,3,-0.1989661604166031
sdm-mpm,sdm-mpm,4,-0.2984486222267151
sdm-mpm,sdm-mpm,5,-0.37152767181396484
sdm-mpm,sdm-mpm,6,-0.38614511489868164
sdm-mpm,sdm-mpm,7,-0.34988224506378174
sdm-mpm,sdm-mpm,8,-0.4358327388763428
sdm-mpm,sdm-mpm,9,-0.44039565324783325
sdm-mpm,sdm-mpm,10,-0.4192497134208679
sdm-mpm,sdm-mpm,11,-0.4345334470272064
sdm-mpm,sdm-mpm,12,-0.504758358001709
sdm-mpm,sdm-mpm,13,-0.5298581719398499
sdm-mpm,sdm-mpm,14,-0.5349700450897217
sdm-mpm,sdm-mpm,15,-0.5789210796356201
sdm-mpm,sdm-mpm,16,-0.5841784477233887
sdm-mpm,sdm-mpm,17,-0.6012746691703796
sdm-mpm,sdm-mpm,18,-0.609035849571228
sdm-mpm,sdm-mpm,19,-0.6638751029968262
sdm-mpm,sdm-mpm,20,-0.6789669990539551
sdm-mpm,sdm-mpm,21,-0.7680155634880066
sdm-mpm,sdm-mpm,22,-0.7944250106811523
sdm-mpm,sdm-mpm,23,-0.8943873047828674
sdm-mpm,sdm-mpm,24,0.2861580550670624
sdm-mpm,sdm-pitch,0,0.21530073881149292
sdm-mpm,sdm-pitch,1,0.014846742153167725
sdm-mpm,sdm-pitch,2,0.05697977542877197
sdm-mpm,sdm-pitch,3,-0.13630783557891846
sdm-mpm,sdm-pitch,4,-0.33289384841918945
sdm-mpm,sdm-pitch,5,-0.2406686544418335
sdm-mpm,sdm-pitch,6,-0.16343390941619873
sdm-mpm,sdm-pitch,7,0.024369537830352783
sdm-mpm,sdm-pitch,8,-0.30236732959747314
sdm-mpm,sdm-pitch,9,-0.34709346294403076
sdm-mpm,sdm-pitch,10,-0.1375114917755127
sdm-mpm,sdm-pitch,11,-0.09786760807037354
sdm-mpm,sdm-pitch,12,-0.1902388334274292
sdm-mpm,sdm-pitch,13,-0.25315797328948975
sdm-mpm,sdm-pitch,14,-0.47813570499420166
sdm-mpm,sdm-pitch,15,-0.44022631645202637
sdm-mpm,sdm-pitch,16,-0.8056886196136475
sdm-mpm,sdm-pitch,17,-0.7956717014312744
sdm-mpm,sdm-pitch,18,-0.599090576171875
sdm-mpm,sdm-pitch,19,-0.6656568050384521
sdm-mpm,sdm-pitch,20,-0.5272754430770874
sdm-mpm,sdm-pitch,21,-0.40849435329437256
sdm-mpm,sdm-pitch,22,-0.6307297945022583
sdm-mpm,sdm-pitch,23,-0.9531533718109131
sdm-mpm,sdm-pitch,24,0.3989521265029907
sdm-mpm,sdm-speaking-rate,0,1.0
sdm-mpm,sdm-speaking-rate,1,1.0
sdm-mpm,sdm-speaking-rate,2,1.0
sdm-mpm,sdm-speaking-rate,3,1.0
sdm-mpm,sdm-speaking-rate,4,1.0
sdm-mpm,sdm-speaking-rate,5,1.0
sdm-mpm,sdm-speaking-rate,6,1.0
sdm-mpm,sdm-speaking-rate,7,1.0
sdm-mpm,sdm-speaking-rate,8,1.0
sdm-mpm,sdm-speaking-rate,9,1.0
sdm-mpm,sdm-speaking-rate,10,1.0
sdm-mpm,sdm-speaking-rate,11,1.0
sdm-mpm,sdm-speaking-rate,12,1.0
sdm-mpm,sdm-speaking-rate,13,1.0
sdm-mpm,sdm-speaking-rate,14,1.0
sdm-mpm,sdm-speaking-rate,15,1.0
sdm-mpm,sdm-speaking-rate,16,1.0
sdm-mpm,sdm-speaking-rate,17,1.0
sdm-mpm,sdm-speaking-rate,18,1.0
sdm-mpm,sdm-speaking-rate,19,1.0
sdm-mpm,sdm-speaking-rate,20,1.0
sdm-mpm,sdm-speaking-rate,21,1.0
sdm-mpm,sdm-speaking-rate,22,1.0
sdm-mpm,sdm-speaking-rate,23,1.0
sdm-mpm,sdm-speaking-rate,24,1.0
sdm-mpm,sdm-mwhisper,0,-0.10047932714223862
sdm-mpm,sdm-mwhisper,1,-0.3475174903869629
sdm-mpm,sdm-mwhisper,2,-0.3977011442184448
sdm-mpm,sdm-mwhisper,3,-0.4639681875705719
sdm-mpm,sdm-mwhisper,4,-0.543720543384552
sdm-mpm,sdm-mwhisper,5,-0.6273263096809387
sdm-mpm,sdm-mwhisper,6,-0.5810492038726807
sdm-mpm,sdm-mwhisper,7,-0.5221850275993347
sdm-mpm,sdm-mwhisper,8,-0.5009348392486572
sdm-mpm,sdm-mwhisper,9,-0.42622557282447815
sdm-mpm,sdm-mwhisper,10,-0.398630827665329
sdm-mpm,sdm-mwhisper,11,-0.3468961715698242
sdm-mpm,sdm-mwhisper,12,-0.3568900525569916
sdm-mpm,sdm-mwhisper,13,-0.33958664536476135
sdm-mpm,sdm-mwhisper,14,-0.3669644892215729
sdm-mpm,sdm-mwhisper,15,-0.37042132019996643
sdm-mpm,sdm-mwhisper,16,-0.4112369120121002
sdm-mpm,sdm-mwhisper,17,-0.43376991152763367
sdm-mpm,sdm-mwhisper,18,-0.5225183963775635
sdm-mpm,sdm-mwhisper,19,-0.602708637714386
sdm-mpm,sdm-mwhisper,20,-0.6586389541625977
sdm-mpm,sdm-mwhisper,21,-0.7766928672790527
sdm-mpm,sdm-mwhisper,22,-0.8849208950996399
sdm-mpm,sdm-mwhisper,23,-1.0304969549179077
sdm-mpm,sdm-mwhisper,24,0.14766854047775269
sdm-mpm,sdm-w2v2-asr,0,0.03982245922088623
sdm-mpm,sdm-w2v2-asr,1,-0.17357954382896423
sdm-mpm,sdm-w2v2-asr,2,-0.21624703705310822
sdm-mpm,sdm-w2v2-asr,3,-0.20802079141139984
sdm-mpm,sdm-w2v2-asr,4,-0.26269659399986267
sdm-mpm,sdm-w2v2-asr,5,-0.3319365978240967
sdm-mpm,sdm-w2v2-asr,6,-0.29583680629730225
sdm-mpm,sdm-w2v2-asr,7,-0.21466070413589478
sdm-mpm,sdm-w2v2-asr,8,-0.25835365056991577
sdm-mpm,sdm-w2v2-asr,9,-0.23473647236824036
sdm-mpm,sdm-w2v2-asr,10,-0.22467920184135437
sdm-mpm,sdm-w2v2-asr,11,-0.18864506483078003
sdm-mpm,sdm-w2v2-asr,12,-0.23345662653446198
sdm-mpm,sdm-w2v2-asr,13,-0.21900129318237305
sdm-mpm,sdm-w2v2-asr,14,-0.1660134345293045
sdm-mpm,sdm-w2v2-asr,15,-0.17488180100917816
sdm-mpm,sdm-w2v2-asr,16,-0.2300908863544464
sdm-mpm,sdm-w2v2-asr,17,-0.23381638526916504
sdm-mpm,sdm-w2v2-asr,18,-0.2844793498516083
sdm-mpm,sdm-w2v2-asr,19,-0.3067420721054077
sdm-mpm,sdm-w2v2-asr,20,-0.3283382058143616
sdm-mpm,sdm-w2v2-asr,21,-0.44720548391342163
sdm-mpm,sdm-w2v2-asr,22,-0.5102692246437073
sdm-mpm,sdm-w2v2-asr,23,-0.6681185960769653
sdm-mpm,sdm-w2v2-asr,24,0.24839836359024048
sdm-mpm,sdm-emotion2vec,0,-0.20404954254627228
sdm-mpm,sdm-emotion2vec,1,-0.4637414515018463
sdm-mpm,sdm-emotion2vec,2,-0.5175296664237976
sdm-mpm,sdm-emotion2vec,3,-0.5983791947364807
sdm-mpm,sdm-emotion2vec,4,-0.6729905605316162
sdm-mpm,sdm-emotion2vec,5,-0.7803971767425537
sdm-mpm,sdm-emotion2vec,6,-0.7303332686424255
sdm-mpm,sdm-emotion2vec,7,-0.6567764282226562
sdm-mpm,sdm-emotion2vec,8,-0.6413976550102234
sdm-mpm,sdm-emotion2vec,9,-0.6058939695358276
sdm-mpm,sdm-emotion2vec,10,-0.571615993976593
sdm-mpm,sdm-emotion2vec,11,-0.5187958478927612
sdm-mpm,sdm-emotion2vec,12,-0.5551721453666687
sdm-mpm,sdm-emotion2vec,13,-0.5079343914985657
sdm-mpm,sdm-emotion2vec,14,-0.522609531879425
sdm-mpm,sdm-emotion2vec,15,-0.5106790661811829
sdm-mpm,sdm-emotion2vec,16,-0.5519735813140869
sdm-mpm,sdm-emotion2vec,17,-0.5998534560203552
sdm-mpm,sdm-emotion2vec,18,-0.6921176910400391
sdm-mpm,sdm-emotion2vec,19,-0.7999122738838196
sdm-mpm,sdm-emotion2vec,20,-0.8424644470214844
sdm-mpm,sdm-emotion2vec,21,-0.9541470408439636
sdm-mpm,sdm-emotion2vec,22,-1.1032758951187134
sdm-mpm,sdm-emotion2vec,23,-1.2450858354568481
sdm-mpm,sdm-emotion2vec,24,0.09202245622873306
sdm-pitch,sdm-xlsr-fairseq,0,-0.008619769476354122
sdm-pitch,sdm-xlsr-fairseq,1,-0.18171316385269165
sdm-pitch,sdm-xlsr-fairseq,2,-0.20385245978832245
sdm-pitch,sdm-xlsr-fairseq,3,-0.2570081055164337
sdm-pitch,sdm-xlsr-fairseq,4,-0.30090197920799255
sdm-pitch,sdm-xlsr-fairseq,5,-0.3575555384159088
sdm-pitch,sdm-xlsr-fairseq,6,-0.30683448910713196
sdm-pitch,sdm-xlsr-fairseq,7,-0.23589558899402618
sdm-pitch,sdm-xlsr-fairseq,8,-0.19172239303588867
sdm-pitch,sdm-xlsr-fairseq,9,-0.16635535657405853
sdm-pitch,sdm-xlsr-fairseq,10,-0.1183210238814354
sdm-pitch,sdm-xlsr-fairseq,11,-0.0833868756890297
sdm-pitch,sdm-xlsr-fairseq,12,-0.10941091924905777
sdm-pitch,sdm-xlsr-fairseq,13,-0.0740685686469078
sdm-pitch,sdm-xlsr-fairseq,14,-0.09713345021009445
sdm-pitch,sdm-xlsr-fairseq,15,-0.09452376514673233
sdm-pitch,sdm-xlsr-fairseq,16,-0.12548081576824188
sdm-pitch,sdm-xlsr-fairseq,17,-0.14569050073623657
sdm-pitch,sdm-xlsr-fairseq,18,-0.2187129259109497
sdm-pitch,sdm-xlsr-fairseq,19,-0.2937544286251068
sdm-pitch,sdm-xlsr-fairseq,20,-0.3512924611568451
sdm-pitch,sdm-xlsr-fairseq,21,-0.42449069023132324
sdm-pitch,sdm-xlsr-fairseq,22,-0.5391315817832947
sdm-pitch,sdm-xlsr-fairseq,23,-0.6717435717582703
sdm-pitch,sdm-xlsr-fairseq,24,0.20090055465698242
sdm-pitch,sdm-dvector,0,0.44374799728393555
sdm-pitch,sdm-dvector,1,0.4170107841491699
sdm-pitch,sdm-dvector,2,0.3945915699005127
sdm-pitch,sdm-dvector,3,0.3743855953216553
sdm-pitch,sdm-dvector,4,0.2862773537635803
sdm-pitch,sdm-dvector,5,0.1509784460067749
sdm-pitch,sdm-dvector,6,0.10601736605167389
sdm-pitch,sdm-dvector,7,0.06907583028078079
sdm-pitch,sdm-dvector,8,-0.001011611893773079
sdm-pitch,sdm-dvector,9,-0.04664613679051399
sdm-pitch,sdm-dvector,10,-0.048665851354599
sdm-pitch,sdm-dvector,11,-0.08671508729457855
sdm-pitch,sdm-dvector,12,-0.14720818400382996
sdm-pitch,sdm-dvector,13,-0.17222577333450317
sdm-pitch,sdm-dvector,14,-0.1659489870071411
sdm-pitch,sdm-dvector,15,-0.1851189285516739
sdm-pitch,sdm-dvector,16,-0.23705419898033142
sdm-pitch,sdm-dvector,17,-0.22308093309402466
sdm-pitch,sdm-dvector,18,-0.18054884672164917
sdm-pitch,sdm-dvector,19,-0.197513610124588
sdm-pitch,sdm-dvector,20,-0.18389704823493958
sdm-pitch,sdm-dvector,21,-0.2788121700286865
sdm-pitch,sdm-dvector,22,-0.3539503216743469
sdm-pitch,sdm-dvector,23,-0.45024004578590393
sdm-pitch,sdm-dvector,24,0.2904725670814514
sdm-pitch,sdm-mpm,0,0.13070237636566162
sdm-pitch,sdm-mpm,1,-0.10458150506019592
sdm-pitch,sdm-mpm,2,-0.13238045573234558
sdm-pitch,sdm-mpm,3,-0.20061466097831726
sdm-pitch,sdm-mpm,4,-0.295588880777359
sdm-pitch,sdm-mpm,5,-0.3757438659667969
sdm-pitch,sdm-mpm,6,-0.38809734582901
sdm-pitch,sdm-mpm,7,-0.3575763702392578
sdm-pitch,sdm-mpm,8,-0.43599897623062134
sdm-pitch,sdm-mpm,9,-0.4445847272872925
sdm-pitch,sdm-mpm,10,-0.4191853106021881
sdm-pitch,sdm-mpm,11,-0.42028194665908813
sdm-pitch,sdm-mpm,12,-0.49922698736190796
sdm-pitch,sdm-mpm,13,-0.5268174409866333
sdm-pitch,sdm-mpm,14,-0.5366552472114563
sdm-pitch,sdm-mpm,15,-0.5791727304458618
sdm-pitch,sdm-mpm,16,-0.5765233039855957
sdm-pitch,sdm-mpm,17,-0.5837469100952148
sdm-pitch,sdm-mpm,18,-0.5927076935768127
sdm-pitch,sdm-mpm,19,-0.6548972129821777
sdm-pitch,sdm-mpm,20,-0.6863481998443604
sdm-pitch,sdm-mpm,21,-0.7462370991706848
sdm-pitch,sdm-mpm,22,-0.8005116581916809
sdm-pitch,sdm-mpm,23,-0.88444584608078
sdm-pitch,sdm-mpm,24,0.27902522683143616
sdm-pitch,sdm-pitch,0,0.21530073881149292
sdm-pitch,sdm-pitch,1,0.01795297861099243
sdm-pitch,sdm-pitch,2,0.06140124797821045
sdm-pitch,sdm-pitch,3,-0.16652452945709229
sdm-pitch,sdm-pitch,4,-0.36929428577423096
sdm-pitch,sdm-pitch,5,-0.23604214191436768
sdm-pitch,sdm-pitch,6,-0.19690847396850586
sdm-pitch,sdm-pitch,7,0.00951606035232544
sdm-pitch,sdm-pitch,8,-0.2958693504333496
sdm-pitch,sdm-pitch,9,-0.3264491558074951
sdm-pitch,sdm-pitch,10,-0.12161946296691895
sdm-pitch,sdm-pitch,11,-0.0679086446762085
sdm-pitch,sdm-pitch,12,-0.10137653350830078
sdm-pitch,sdm-pitch,13,-0.23793566226959229
sdm-pitch,sdm-pitch,14,-0.45701003074645996
sdm-pitch,sdm-pitch,15,-0.42769432067871094
sdm-pitch,sdm-pitch,16,-0.7724711894989014
sdm-pitch,sdm-pitch,17,-0.7937240600585938
sdm-pitch,sdm-pitch,18,-0.6295479536056519
sdm-pitch,sdm-pitch,19,-0.679755449295044
sdm-pitch,sdm-pitch,20,-0.5045442581176758
sdm-pitch,sdm-pitch,21,-0.46216046810150146
sdm-pitch,sdm-pitch,22,-0.6574785709381104
sdm-pitch,sdm-pitch,23,-1.0248689651489258
sdm-pitch,sdm-pitch,24,0.3579772114753723
sdm-pitch,sdm-speaking-rate,0,1.0
sdm-pitch,sdm-speaking-rate,1,1.0
sdm-pitch,sdm-speaking-rate,2,1.0
sdm-pitch,sdm-speaking-rate,3,1.0
sdm-pitch,sdm-speaking-rate,4,1.0
sdm-pitch,sdm-speaking-rate,5,1.0
sdm-pitch,sdm-speaking-rate,6,1.0
sdm-pitch,sdm-speaking-rate,7,1.0
sdm-pitch,sdm-speaking-rate,8,1.0
sdm-pitch,sdm-speaking-rate,9,1.0
sdm-pitch,sdm-speaking-rate,10,1.0
sdm-pitch,sdm-speaking-rate,11,1.0
sdm-pitch,sdm-speaking-rate,12,1.0
sdm-pitch,sdm-speaking-rate,13,1.0
sdm-pitch,sdm-speaking-rate,14,1.0
sdm-pitch,sdm-speaking-rate,15,1.0
sdm-pitch,sdm-speaking-rate,16,1.0
sdm-pitch,sdm-speaking-rate,17,1.0
sdm-pitch,sdm-speaking-rate,18,1.0
sdm-pitch,sdm-speaking-rate,19,1.0
sdm-pitch,sdm-speaking-rate,20,1.0
sdm-pitch,sdm-speaking-rate,21,1.0
sdm-pitch,sdm-speaking-rate,22,1.0
sdm-pitch,sdm-speaking-rate,23,1.0
sdm-pitch,sdm-speaking-rate,24,1.0
sdm-pitch,sdm-mwhisper,0,-0.10047932714223862
sdm-pitch,sdm-mwhisper,1,-0.34702444076538086
sdm-pitch,sdm-mwhisper,2,-0.3984944820404053
sdm-pitch,sdm-mwhisper,3,-0.4663572311401367
sdm-pitch,sdm-mwhisper,4,-0.5444182753562927
sdm-pitch,sdm-mwhisper,5,-0.6299296021461487
sdm-pitch,sdm-mwhisper,6,-0.5849131941795349
sdm-pitch,sdm-mwhisper,7,-0.5210415720939636
sdm-pitch,sdm-mwhisper,8,-0.5034440159797668
sdm-pitch,sdm-mwhisper,9,-0.42825043201446533
sdm-pitch,sdm-mwhisper,10,-0.39609161019325256
sdm-pitch,sdm-mwhisper,11,-0.34176960587501526
sdm-pitch,sdm-mwhisper,12,-0.35642126202583313
sdm-pitch,sdm-mwhisper,13,-0.34057605266571045
sdm-pitch,sdm-mwhisper,14,-0.3664034605026245
sdm-pitch,sdm-mwhisper,15,-0.36667609214782715
sdm-pitch,sdm-mwhisper,16,-0.4071462154388428
sdm-pitch,sdm-mwhisper,17,-0.4279921054840088
sdm-pitch,sdm-mwhisper,18,-0.5210938453674316
sdm-pitch,sdm-mwhisper,19,-0.5948936343193054
sdm-pitch,sdm-mwhisper,20,-0.6649324297904968
sdm-pitch,sdm-mwhisper,21,-0.7709803581237793
sdm-pitch,sdm-mwhisper,22,-0.8844728469848633
sdm-pitch,sdm-mwhisper,23,-1.0314512252807617
sdm-pitch,sdm-mwhisper,24,0.1379575878381729
sdm-pitch,sdm-w2v2-asr,0,0.03982245922088623
sdm-pitch,sdm-w2v2-asr,1,-0.1737702339887619
sdm-pitch,sdm-w2v2-asr,2,-0.2181134819984436
sdm-pitch,sdm-w2v2-asr,3,-0.2064741551876068
sdm-pitch,sdm-w2v2-asr,4,-0.26331013441085815
sdm-pitch,sdm-w2v2-asr,5,-0.34089136123657227
sdm-pitch,sdm-w2v2-asr,6,-0.294355571269989
sdm-pitch,sdm-w2v2-asr,7,-0.21618705987930298
sdm-pitch,sdm-w2v2-asr,8,-0.26328685879707336
sdm-pitch,sdm-w2v2-asr,9,-0.23542004823684692
sdm-pitch,sdm-w2v2-asr,10,-0.21970854699611664
sdm-pitch,sdm-w2v2-asr,11,-0.19526836276054382
sdm-pitch,sdm-w2v2-asr,12,-0.23253929615020752
sdm-pitch,sdm-w2v2-asr,13,-0.22174058854579926
sdm-pitch,sdm-w2v2-asr,14,-0.16566896438598633
sdm-pitch,sdm-w2v2-asr,15,-0.16982389986515045
sdm-pitch,sdm-w2v2-asr,16,-0.235677570104599
sdm-pitch,sdm-w2v2-asr,17,-0.24139165878295898
sdm-pitch,sdm-w2v2-asr,18,-0.2890041172504425
sdm-pitch,sdm-w2v2-asr,19,-0.3022933304309845
sdm-pitch,sdm-w2v2-asr,20,-0.3325174152851105
sdm-pitch,sdm-w2v2-asr,21,-0.4412071108818054
sdm-pitch,sdm-w2v2-asr,22,-0.5028443932533264
sdm-pitch,sdm-w2v2-asr,23,-0.6529495716094971
sdm-pitch,sdm-w2v2-asr,24,0.2299150824546814
sdm-pitch,sdm-emotion2vec,0,-0.20404954254627228
sdm-pitch,sdm-emotion2vec,1,-0.46337148547172546
sdm-pitch,sdm-emotion2vec,2,-0.5189831852912903
sdm-pitch,sdm-emotion2vec,3,-0.5998135209083557
sdm-pitch,sdm-emotion2vec,4,-0.6752353310585022
sdm-pitch,sdm-emotion2vec,5,-0.7823162078857422
sdm-pitch,sdm-emotion2vec,6,-0.7340318560600281
sdm-pitch,sdm-emotion2vec,7,-0.6560149192810059
sdm-pitch,sdm-emotion2vec,8,-0.6415727734565735
sdm-pitch,sdm-emotion2vec,9,-0.6059035658836365
sdm-pitch,sdm-emotion2vec,10,-0.5719470977783203
sdm-pitch,sdm-emotion2vec,11,-0.5158054828643799
sdm-pitch,sdm-emotion2vec,12,-0.5556496977806091
sdm-pitch,sdm-emotion2vec,13,-0.5043078064918518
sdm-pitch,sdm-emotion2vec,14,-0.5216577649116516
sdm-pitch,sdm-emotion2vec,15,-0.507884681224823
sdm-pitch,sdm-emotion2vec,16,-0.5543339252471924
sdm-pitch,sdm-emotion2vec,17,-0.6021897792816162
sdm-pitch,sdm-emotion2vec,18,-0.6957308650016785
sdm-pitch,sdm-emotion2vec,19,-0.796410083770752
sdm-pitch,sdm-emotion2vec,20,-0.8450587391853333
sdm-pitch,sdm-emotion2vec,21,-0.949794590473175
sdm-pitch,sdm-emotion2vec,22,-1.0957192182540894
sdm-pitch,sdm-emotion2vec,23,-1.2381802797317505
sdm-pitch,sdm-emotion2vec,24,0.0862785279750824
sdm-speaking-rate,sdm-xlsr-fairseq,0,-0.008619769476354122
sdm-speaking-rate,sdm-xlsr-fairseq,1,-0.18329443037509918
sdm-speaking-rate,sdm-xlsr-fairseq,2,-0.20141839981079102
sdm-speaking-rate,sdm-xlsr-fairseq,3,-0.25714460015296936
sdm-speaking-rate,sdm-xlsr-fairseq,4,-0.2997520864009857
sdm-speaking-rate,sdm-xlsr-fairseq,5,-0.35464152693748474
sdm-speaking-rate,sdm-xlsr-fairseq,6,-0.3120347261428833
sdm-speaking-rate,sdm-xlsr-fairseq,7,-0.23619239032268524
sdm-speaking-rate,sdm-xlsr-fairseq,8,-0.1872282177209854
sdm-speaking-rate,sdm-xlsr-fairseq,9,-0.1681801825761795
sdm-speaking-rate,sdm-xlsr-fairseq,10,-0.11972519010305405
sdm-speaking-rate,sdm-xlsr-fairseq,11,-0.07147970795631409
sdm-speaking-rate,sdm-xlsr-fairseq,12,-0.09663412719964981
sdm-speaking-rate,sdm-xlsr-fairseq,13,-0.07123350352048874
sdm-speaking-rate,sdm-xlsr-fairseq,14,-0.09802307933568954
sdm-speaking-rate,sdm-xlsr-fairseq,15,-0.09907281398773193
sdm-speaking-rate,sdm-xlsr-fairseq,16,-0.12220833450555801
sdm-speaking-rate,sdm-xlsr-fairseq,17,-0.14163704216480255
sdm-speaking-rate,sdm-xlsr-fairseq,18,-0.22284887731075287
sdm-speaking-rate,sdm-xlsr-fairseq,19,-0.2901294529438019
sdm-speaking-rate,sdm-xlsr-fairseq,20,-0.3464319705963135
