sdm,target,layer,r2_test
sdm-w2v2-asr,sdm-xlsr-fairseq,7,-0.23648828268051147
sdm-w2v2-asr,sdm-xlsr-fairseq,8,-0.18833939731121063
sdm-w2v2-asr,sdm-xlsr-fairseq,9,-0.15935462713241577
sdm-w2v2-asr,sdm-xlsr-fairseq,10,-0.11350822448730469
sdm-w2v2-asr,sdm-xlsr-fairseq,11,-0.07275714725255966
sdm-w2v2-asr,sdm-xlsr-fairseq,12,-0.10456747561693192
sdm-w2v2-asr,sdm-xlsr-fairseq,13,-0.06917601078748703
sdm-w2v2-asr,sdm-xlsr-fairseq,14,-0.09403291344642639
sdm-w2v2-asr,sdm-xlsr-fairseq,15,-0.09423848241567612
sdm-w2v2-asr,sdm-xlsr-fairseq,16,-0.12445858865976334
sdm-w2v2-asr,sdm-xlsr-fairseq,17,-0.142855703830719
sdm-w2v2-asr,sdm-xlsr-fairseq,18,-0.21641860902309418
sdm-w2v2-asr,sdm-xlsr-fairseq,19,-0.2958792448043823
sdm-w2v2-asr,sdm-xlsr-fairseq,20,-0.35228431224823
sdm-w2v2-asr,sdm-xlsr-fairseq,21,-0.4260108470916748
sdm-w2v2-asr,sdm-xlsr-fairseq,22,-0.5367552042007446
sdm-w2v2-asr,sdm-xlsr-fairseq,23,-0.6838369369506836
sdm-w2v2-asr,sdm-xlsr-fairseq,24,0.22316481173038483
sdm-w2v2-asr,sdm-dvector,0,0.44374799728393555
sdm-w2v2-asr,sdm-dvector,1,0.4166792035102844
sdm-w2v2-asr,sdm-dvector,2,0.39627861976623535
sdm-w2v2-asr,sdm-dvector,3,0.3740057349205017
sdm-w2v2-asr,sdm-dvector,4,0.28377312421798706
sdm-w2v2-asr,sdm-dvector,5,0.151190847158432
sdm-w2v2-asr,sdm-dvector,6,0.10263770818710327
sdm-w2v2-asr,sdm-dvector,7,0.07433002442121506
sdm-w2v2-asr,sdm-dvector,8,0.003980986773967743
sdm-w2v2-asr,sdm-dvector,9,-0.04344658926129341
sdm-w2v2-asr,sdm-dvector,10,-0.05276324972510338
sdm-w2v2-asr,sdm-dvector,11,-0.08575551211833954
sdm-w2v2-asr,sdm-dvector,12,-0.15622445940971375
sdm-w2v2-asr,sdm-dvector,13,-0.1719890683889389
sdm-w2v2-asr,sdm-dvector,14,-0.16845554113388062
sdm-w2v2-asr,sdm-dvector,15,-0.18849673867225647
sdm-w2v2-asr,sdm-dvector,16,-0.24235081672668457
sdm-w2v2-asr,sdm-dvector,17,-0.22265595197677612
sdm-w2v2-asr,sdm-dvector,18,-0.17604975402355194
sdm-w2v2-asr,sdm-dvector,19,-0.197914257645607
sdm-w2v2-asr,sdm-dvector,20,-0.18912571668624878
sdm-w2v2-asr,sdm-dvector,21,-0.27846476435661316
sdm-w2v2-asr,sdm-dvector,22,-0.35655906796455383
sdm-w2v2-asr,sdm-dvector,23,-0.4439944624900818
sdm-w2v2-asr,sdm-dvector,24,0.31972789764404297
sdm-w2v2-asr,sdm-mpm,0,0.13070237636566162
sdm-w2v2-asr,sdm-mpm,1,-0.10587741434574127
sdm-w2v2-asr,sdm-mpm,2,-0.1316833198070526
sdm-w2v2-asr,sdm-mpm,3,-0.20133045315742493
sdm-w2v2-asr,sdm-mpm,4,-0.29816094040870667
sdm-w2v2-asr,sdm-mpm,5,-0.3781995177268982
sdm-w2v2-asr,sdm-mpm,6,-0.38669559359550476
sdm-w2v2-asr,sdm-mpm,7,-0.3493577241897583
sdm-w2v2-asr,sdm-mpm,8,-0.4338199496269226
sdm-w2v2-asr,sdm-mpm,9,-0.4549192786216736
sdm-w2v2-asr,sdm-mpm,10,-0.43212324380874634
sdm-w2v2-asr,sdm-mpm,11,-0.4374120235443115
sdm-w2v2-asr,sdm-mpm,12,-0.5206801295280457
sdm-w2v2-asr,sdm-mpm,13,-0.53944331407547
sdm-w2v2-asr,sdm-mpm,14,-0.5375695824623108
sdm-w2v2-asr,sdm-mpm,15,-0.575921356678009
sdm-w2v2-asr,sdm-mpm,16,-0.5629686117172241
sdm-w2v2-asr,sdm-mpm,17,-0.6022171378135681
sdm-w2v2-asr,sdm-mpm,18,-0.5976208448410034
sdm-w2v2-asr,sdm-mpm,19,-0.6546484231948853
sdm-w2v2-asr,sdm-mpm,20,-0.6669882535934448
sdm-w2v2-asr,sdm-mpm,21,-0.7423480749130249
sdm-w2v2-asr,sdm-mpm,22,-0.7749958038330078
sdm-w2v2-asr,sdm-mpm,23,-0.9082770943641663
sdm-w2v2-asr,sdm-mpm,24,0.2875308096408844
sdm-w2v2-asr,sdm-pitch,0,0.21530073881149292
sdm-w2v2-asr,sdm-pitch,1,0.012057602405548096
sdm-w2v2-asr,sdm-pitch,2,0.05626267194747925
sdm-w2v2-asr,sdm-pitch,3,-0.1412874460220337
sdm-w2v2-asr,sdm-pitch,4,-0.32781243324279785
sdm-w2v2-asr,sdm-pitch,5,-0.23207998275756836
sdm-w2v2-asr,sdm-pitch,6,-0.17660152912139893
sdm-w2v2-asr,sdm-pitch,7,0.009876430034637451
sdm-w2v2-asr,sdm-pitch,8,-0.3170359134674072
sdm-w2v2-asr,sdm-pitch,9,-0.34071528911590576
sdm-w2v2-asr,sdm-pitch,10,-0.18826043605804443
sdm-w2v2-asr,sdm-pitch,11,-0.15386736392974854
sdm-w2v2-asr,sdm-pitch,12,-0.21658432483673096
sdm-w2v2-asr,sdm-pitch,13,-0.2997835874557495
sdm-w2v2-asr,sdm-pitch,14,-0.4363013505935669
sdm-w2v2-asr,sdm-pitch,15,-0.4120445251464844
sdm-w2v2-asr,sdm-pitch,16,-0.7193742990493774
sdm-w2v2-asr,sdm-pitch,17,-0.812371015548706
sdm-w2v2-asr,sdm-pitch,18,-0.5491406917572021
sdm-w2v2-asr,sdm-pitch,19,-0.667094349861145
sdm-w2v2-asr,sdm-pitch,20,-0.5242960453033447
sdm-w2v2-asr,sdm-pitch,21,-0.5314130783081055
sdm-w2v2-asr,sdm-pitch,22,-0.6720632314682007
sdm-w2v2-asr,sdm-pitch,23,-1.1720635890960693
sdm-w2v2-asr,sdm-pitch,24,0.3991081714630127
sdm-w2v2-asr,sdm-speaking-rate,0,1.0
sdm-w2v2-asr,sdm-speaking-rate,1,1.0
sdm-w2v2-asr,sdm-speaking-rate,2,1.0
sdm-w2v2-asr,sdm-speaking-rate,3,1.0
sdm-w2v2-asr,sdm-speaking-rate,4,1.0
sdm-w2v2-asr,sdm-speaking-rate,5,1.0
sdm-w2v2-asr,sdm-speaking-rate,6,1.0
sdm-w2v2-asr,sdm-speaking-rate,7,1.0
sdm-w2v2-asr,sdm-speaking-rate,8,1.0
sdm-w2v2-asr,sdm-speaking-rate,9,1.0
sdm-w2v2-asr,sdm-speaking-rate,10,1.0
sdm-w2v2-asr,sdm-speaking-rate,11,1.0
sdm-w2v2-asr,sdm-speaking-rate,12,1.0
sdm-w2v2-asr,sdm-speaking-rate,13,1.0
sdm-w2v2-asr,sdm-speaking-rate,14,1.0
sdm-w2v2-asr,sdm-speaking-rate,15,1.0
sdm-w2v2-asr,sdm-speaking-rate,16,1.0
sdm-w2v2-asr,sdm-speaking-rate,17,1.0
sdm-w2v2-asr,sdm-speaking-rate,18,1.0
sdm-w2v2-asr,sdm-speaking-rate,19,1.0
sdm-w2v2-asr,sdm-speaking-rate,20,1.0
sdm-w2v2-asr,sdm-speaking-rate,21,1.0
sdm-w2v2-asr,sdm-speaking-rate,22,1.0
sdm-w2v2-asr,sdm-speaking-rate,23,1.0
sdm-w2v2-asr,sdm-speaking-rate,24,1.0
sdm-w2v2-asr,sdm-mwhisper,0,-0.10047932714223862
sdm-w2v2-asr,sdm-mwhisper,1,-0.34776461124420166
sdm-w2v2-asr,sdm-mwhisper,2,-0.398343950510025
sdm-w2v2-asr,sdm-mwhisper,3,-0.4676123559474945
sdm-w2v2-asr,sdm-mwhisper,4,-0.545208215713501
sdm-w2v2-asr,sdm-mwhisper,5,-0.6300033926963806
sdm-w2v2-asr,sdm-mwhisper,6,-0.5824482440948486
sdm-w2v2-asr,sdm-mwhisper,7,-0.5217064619064331
sdm-w2v2-asr,sdm-mwhisper,8,-0.5008682608604431
sdm-w2v2-asr,sdm-mwhisper,9,-0.4216059446334839
sdm-w2v2-asr,sdm-mwhisper,10,-0.39157047867774963
sdm-w2v2-asr,sdm-mwhisper,11,-0.3390357494354248
sdm-w2v2-asr,sdm-mwhisper,12,-0.34631332755088806
sdm-w2v2-asr,sdm-mwhisper,13,-0.331841379404068
sdm-w2v2-asr,sdm-mwhisper,14,-0.3585747182369232
sdm-w2v2-asr,sdm-mwhisper,15,-0.3639037609100342
sdm-w2v2-asr,sdm-mwhisper,16,-0.4008077085018158
sdm-w2v2-asr,sdm-mwhisper,17,-0.415925532579422
sdm-w2v2-asr,sdm-mwhisper,18,-0.5118424892425537
sdm-w2v2-asr,sdm-mwhisper,19,-0.5962821841239929
sdm-w2v2-asr,sdm-mwhisper,20,-0.6532649397850037
sdm-w2v2-asr,sdm-mwhisper,21,-0.759072482585907
sdm-w2v2-asr,sdm-mwhisper,22,-0.8702170252799988
sdm-w2v2-asr,sdm-mwhisper,23,-1.0352736711502075
sdm-w2v2-asr,sdm-mwhisper,24,0.15159209072589874
sdm-w2v2-asr,sdm-w2v2-asr,0,0.03982245922088623
sdm-w2v2-asr,sdm-w2v2-asr,1,-0.17273779213428497
sdm-w2v2-asr,sdm-w2v2-asr,2,-0.2181432843208313
sdm-w2v2-asr,sdm-w2v2-asr,3,-0.20930348336696625
sdm-w2v2-asr,sdm-w2v2-asr,4,-0.26458895206451416
sdm-w2v2-asr,sdm-w2v2-asr,5,-0.3398812413215637
sdm-w2v2-asr,sdm-w2v2-asr,6,-0.30013009905815125
sdm-w2v2-asr,sdm-w2v2-asr,7,-0.2227155566215515
sdm-w2v2-asr,sdm-w2v2-asr,8,-0.2599538266658783
sdm-w2v2-asr,sdm-w2v2-asr,9,-0.23117586970329285
sdm-w2v2-asr,sdm-w2v2-asr,10,-0.22667795419692993
sdm-w2v2-asr,sdm-w2v2-asr,11,-0.1943848729133606
sdm-w2v2-asr,sdm-w2v2-asr,12,-0.24640080332756042
sdm-w2v2-asr,sdm-w2v2-asr,13,-0.22364233434200287
sdm-w2v2-asr,sdm-w2v2-asr,14,-0.16565804183483124
sdm-w2v2-asr,sdm-w2v2-asr,15,-0.1740712672472
sdm-w2v2-asr,sdm-w2v2-asr,16,-0.219465434551239
sdm-w2v2-asr,sdm-w2v2-asr,17,-0.23198100924491882
sdm-w2v2-asr,sdm-w2v2-asr,18,-0.27814018726348877
sdm-w2v2-asr,sdm-w2v2-asr,19,-0.2854178547859192
sdm-w2v2-asr,sdm-w2v2-asr,20,-0.312336802482605
sdm-w2v2-asr,sdm-w2v2-asr,21,-0.43342113494873047
sdm-w2v2-asr,sdm-w2v2-asr,22,-0.5011070966720581
sdm-w2v2-asr,sdm-w2v2-asr,23,-0.6178643703460693
sdm-w2v2-asr,sdm-w2v2-asr,24,0.25659412145614624
sdm-w2v2-asr,sdm-emotion2vec,0,-0.20404954254627228
sdm-w2v2-asr,sdm-emotion2vec,1,-0.4639914929866791
sdm-w2v2-asr,sdm-emotion2vec,2,-0.5186557769775391
sdm-w2v2-asr,sdm-emotion2vec,3,-0.6013808846473694
sdm-w2v2-asr,sdm-emotion2vec,4,-0.6781933903694153
sdm-w2v2-asr,sdm-emotion2vec,5,-0.7855417728424072
sdm-w2v2-asr,sdm-emotion2vec,6,-0.7359974384307861
sdm-w2v2-asr,sdm-emotion2vec,7,-0.6565057635307312
sdm-w2v2-asr,sdm-emotion2vec,8,-0.6403256058692932
sdm-w2v2-asr,sdm-emotion2vec,9,-0.6019951701164246
sdm-w2v2-asr,sdm-emotion2vec,10,-0.5687705874443054
sdm-w2v2-asr,sdm-emotion2vec,11,-0.512647271156311
sdm-w2v2-asr,sdm-emotion2vec,12,-0.5500785708427429
sdm-w2v2-asr,sdm-emotion2vec,13,-0.4994424879550934
sdm-w2v2-asr,sdm-emotion2vec,14,-0.5143008828163147
sdm-w2v2-asr,sdm-emotion2vec,15,-0.5049700140953064
sdm-w2v2-asr,sdm-emotion2vec,16,-0.5468078255653381
sdm-w2v2-asr,sdm-emotion2vec,17,-0.595923662185669
sdm-w2v2-asr,sdm-emotion2vec,18,-0.6890813708305359
sdm-w2v2-asr,sdm-emotion2vec,19,-0.7940219044685364
sdm-w2v2-asr,sdm-emotion2vec,20,-0.8418523669242859
sdm-w2v2-asr,sdm-emotion2vec,21,-0.9521853923797607
sdm-w2v2-asr,sdm-emotion2vec,22,-1.0966178178787231
sdm-w2v2-asr,sdm-emotion2vec,23,-1.2546253204345703
sdm-w2v2-asr,sdm-emotion2vec,24,0.09376927465200424
sdm-emotion2vec,sdm-xlsr-fairseq,0,-0.008619769476354122
sdm-emotion2vec,sdm-xlsr-fairseq,1,-0.17160044610500336
sdm-emotion2vec,sdm-xlsr-fairseq,2,-0.2011534422636032
sdm-emotion2vec,sdm-xlsr-fairseq,3,-0.23831689357757568
sdm-emotion2vec,sdm-xlsr-fairseq,4,-0.28406238555908203
sdm-emotion2vec,sdm-xlsr-fairseq,5,-0.36579886078834534
sdm-emotion2vec,sdm-xlsr-fairseq,6,-0.3112901449203491
sdm-emotion2vec,sdm-xlsr-fairseq,7,-0.2455764263868332
sdm-emotion2vec,sdm-xlsr-fairseq,8,-0.19995735585689545
sdm-emotion2vec,sdm-xlsr-fairseq,9,-0.17151157557964325
sdm-emotion2vec,sdm-xlsr-fairseq,10,-0.12055355310440063
sdm-emotion2vec,sdm-xlsr-fairseq,11,-0.09846202284097672
sdm-emotion2vec,sdm-xlsr-fairseq,12,-0.1267174929380417
sdm-emotion2vec,sdm-xlsr-fairseq,13,-0.09389353543519974
sdm-emotion2vec,sdm-xlsr-fairseq,14,-0.11345973610877991
sdm-emotion2vec,sdm-xlsr-fairseq,15,-0.11446112394332886
sdm-emotion2vec,sdm-xlsr-fairseq,16,-0.13809746503829956
sdm-emotion2vec,sdm-xlsr-fairseq,17,-0.19102494418621063
sdm-emotion2vec,sdm-xlsr-fairseq,18,-0.251687616109848
sdm-emotion2vec,sdm-xlsr-fairseq,19,-0.32439276576042175
sdm-emotion2vec,sdm-xlsr-fairseq,20,-0.3439156711101532
sdm-emotion2vec,sdm-xlsr-fairseq,21,-0.4427354633808136
sdm-emotion2vec,sdm-xlsr-fairseq,22,-0.5560570955276489
sdm-emotion2vec,sdm-xlsr-fairseq,23,-0.7222752571105957
sdm-emotion2vec,sdm-xlsr-fairseq,24,0.2309654802083969
sdm-emotion2vec,sdm-dvector,0,0.44374799728393555
sdm-emotion2vec,sdm-dvector,1,0.4207507371902466
sdm-emotion2vec,sdm-dvector,2,0.39049476385116577
sdm-emotion2vec,sdm-dvector,3,0.3790583312511444
sdm-emotion2vec,sdm-dvector,4,0.28724613785743713
sdm-emotion2vec,sdm-dvector,5,0.15823356807231903
sdm-emotion2vec,sdm-dvector,6,0.11072294414043427
sdm-emotion2vec,sdm-dvector,7,0.07567695528268814
sdm-emotion2vec,sdm-dvector,8,-0.0008331108838319778
sdm-emotion2vec,sdm-dvector,9,-0.024736832827329636
sdm-emotion2vec,sdm-dvector,10,-0.030169880017638206
sdm-emotion2vec,sdm-dvector,11,-0.07628241181373596
sdm-emotion2vec,sdm-dvector,12,-0.17404040694236755
sdm-emotion2vec,sdm-dvector,13,-0.17851941287517548
sdm-emotion2vec,sdm-dvector,14,-0.16756805777549744
sdm-emotion2vec,sdm-dvector,15,-0.18982082605361938
sdm-emotion2vec,sdm-dvector,16,-0.2287532538175583
sdm-emotion2vec,sdm-dvector,17,-0.24966129660606384
sdm-emotion2vec,sdm-dvector,18,-0.18412372469902039
sdm-emotion2vec,sdm-dvector,19,-0.2110748291015625
sdm-emotion2vec,sdm-dvector,20,-0.2063867300748825
sdm-emotion2vec,sdm-dvector,21,-0.3034570813179016
sdm-emotion2vec,sdm-dvector,22,-0.2843427360057831
sdm-emotion2vec,sdm-dvector,23,-0.42276889085769653
sdm-emotion2vec,sdm-dvector,24,0.32235389947891235
sdm-emotion2vec,sdm-mpm,0,0.13070237636566162
sdm-emotion2vec,sdm-mpm,1,-0.0974220335483551
sdm-emotion2vec,sdm-mpm,2,-0.12531021237373352
sdm-emotion2vec,sdm-mpm,3,-0.17712156474590302
sdm-emotion2vec,sdm-mpm,4,-0.28414708375930786
sdm-emotion2vec,sdm-mpm,5,-0.3479859232902527
sdm-emotion2vec,sdm-mpm,6,-0.3986150920391083
sdm-emotion2vec,sdm-mpm,7,-0.3578345775604248
sdm-emotion2vec,sdm-mpm,8,-0.44148123264312744
sdm-emotion2vec,sdm-mpm,9,-0.4556070566177368
sdm-emotion2vec,sdm-mpm,10,-0.4369698762893677
sdm-emotion2vec,sdm-mpm,11,-0.45437970757484436
sdm-emotion2vec,sdm-mpm,12,-0.5119920969009399
sdm-emotion2vec,sdm-mpm,13,-0.5242982506752014
sdm-emotion2vec,sdm-mpm,14,-0.5457428097724915
sdm-emotion2vec,sdm-mpm,15,-0.5645796060562134
sdm-emotion2vec,sdm-mpm,16,-0.5695934891700745
sdm-emotion2vec,sdm-mpm,17,-0.586975634098053
sdm-emotion2vec,sdm-mpm,18,-0.6298967599868774
sdm-emotion2vec,sdm-mpm,19,-0.6960849165916443
sdm-emotion2vec,sdm-mpm,20,-0.6901683807373047
sdm-emotion2vec,sdm-mpm,21,-0.7652862668037415
sdm-emotion2vec,sdm-mpm,22,-0.8450524806976318
sdm-emotion2vec,sdm-mpm,23,-0.9396069049835205
sdm-emotion2vec,sdm-mpm,24,0.28713005781173706
sdm-emotion2vec,sdm-pitch,0,0.21530073881149292
sdm-emotion2vec,sdm-pitch,1,0.0053334832191467285
sdm-emotion2vec,sdm-pitch,2,0.029142260551452637
sdm-emotion2vec,sdm-pitch,3,-0.13046622276306152
sdm-emotion2vec,sdm-pitch,4,-0.47064030170440674
sdm-emotion2vec,sdm-pitch,5,-0.3260589838027954
sdm-emotion2vec,sdm-pitch,6,-0.10440826416015625
sdm-emotion2vec,sdm-pitch,7,-0.1473255157470703
sdm-emotion2vec,sdm-pitch,8,-0.21541368961334229
sdm-emotion2vec,sdm-pitch,9,-0.37045490741729736
sdm-emotion2vec,sdm-pitch,10,-0.19115543365478516
sdm-emotion2vec,sdm-pitch,11,-0.13765394687652588
sdm-emotion2vec,sdm-pitch,12,-0.23482513427734375
sdm-emotion2vec,sdm-pitch,13,-0.26668500900268555
sdm-emotion2vec,sdm-pitch,14,-0.40050244331359863
sdm-emotion2vec,sdm-pitch,15,-0.46000003814697266
sdm-emotion2vec,sdm-pitch,16,-0.7421289682388306
sdm-emotion2vec,sdm-pitch,17,-0.7088607549667358
sdm-emotion2vec,sdm-pitch,18,-0.5798078775405884
sdm-emotion2vec,sdm-pitch,19,-0.561725378036499
sdm-emotion2vec,sdm-pitch,20,-0.5250414609909058
sdm-emotion2vec,sdm-pitch,21,-0.3551645278930664
sdm-emotion2vec,sdm-pitch,22,-0.6493427753448486
sdm-emotion2vec,sdm-pitch,23,-0.7535206079483032
sdm-emotion2vec,sdm-pitch,24,0.43775540590286255
sdm-emotion2vec,sdm-speaking-rate,0,1.0
sdm-emotion2vec,sdm-speaking-rate,1,1.0
sdm-emotion2vec,sdm-speaking-rate,2,1.0
sdm-emotion2vec,sdm-speaking-rate,3,1.0
sdm-emotion2vec,sdm-speaking-rate,4,1.0
sdm-emotion2vec,sdm-speaking-rate,5,1.0
sdm-emotion2vec,sdm-speaking-rate,6,1.0
sdm-emotion2vec,sdm-speaking-rate,7,1.0
sdm-emotion2vec,sdm-speaking-rate,8,1.0
sdm-emotion2vec,sdm-speaking-rate,9,1.0
sdm-emotion2vec,sdm-speaking-rate,10,1.0
sdm-emotion2vec,sdm-speaking-rate,11,1.0
sdm-emotion2vec,sdm-speaking-rate,12,1.0
sdm-emotion2vec,sdm-speaking-rate,13,1.0
sdm-emotion2vec,sdm-speaking-rate,14,1.0
sdm-emotion2vec,sdm-speaking-rate,15,1.0
sdm-emotion2vec,sdm-speaking-rate,16,1.0
sdm-emotion2vec,sdm-speaking-rate,17,1.0
sdm-emotion2vec,sdm-speaking-rate,18,1.0
sdm-emotion2vec,sdm-speaking-rate,19,1.0
sdm-emotion2vec,sdm-speaking-rate,20,1.0
sdm-emotion2vec,sdm-speaking-rate,21,1.0
sdm-emotion2vec,sdm-speaking-rate,22,1.0
sdm-emotion2vec,sdm-speaking-rate,23,1.0
sdm-emotion2vec,sdm-speaking-rate,24,1.0
sdm-emotion2vec,sdm-mwhisper,0,-0.10047932714223862
sdm-emotion2vec,sdm-mwhisper,1,-0.3325340449810028
sdm-emotion2vec,sdm-mwhisper,2,-0.3903942406177521
sdm-emotion2vec,sdm-mwhisper,3,-0.4482254087924957
sdm-emotion2vec,sdm-mwhisper,4,-0.5281379222869873
sdm-emotion2vec,sdm-mwhisper,5,-0.6347723603248596
sdm-emotion2vec,sdm-mwhisper,6,-0.5803484320640564
sdm-emotion2vec,sdm-mwhisper,7,-0.5159979462623596
sdm-emotion2vec,sdm-mwhisper,8,-0.5000880360603333
sdm-emotion2vec,sdm-mwhisper,9,-0.421966552734375
sdm-emotion2vec,sdm-mwhisper,10,-0.394293874502182
sdm-emotion2vec,sdm-mwhisper,11,-0.36228737235069275
sdm-emotion2vec,sdm-mwhisper,12,-0.37946224212646484
sdm-emotion2vec,sdm-mwhisper,13,-0.3526798188686371
sdm-emotion2vec,sdm-mwhisper,14,-0.3865595757961273
sdm-emotion2vec,sdm-mwhisper,15,-0.39572572708129883
sdm-emotion2vec,sdm-mwhisper,16,-0.429943710565567
sdm-emotion2vec,sdm-mwhisper,17,-0.4640154540538788
sdm-emotion2vec,sdm-mwhisper,18,-0.5611326098442078
sdm-emotion2vec,sdm-mwhisper,19,-0.6272132396697998
sdm-emotion2vec,sdm-mwhisper,20,-0.6561872959136963
sdm-emotion2vec,sdm-mwhisper,21,-0.7938749194145203
sdm-emotion2vec,sdm-mwhisper,22,-0.8832008242607117
sdm-emotion2vec,sdm-mwhisper,23,-1.0446478128433228
sdm-emotion2vec,sdm-mwhisper,24,0.15436917543411255
sdm-emotion2vec,sdm-w2v2-asr,0,0.03982245922088623
sdm-emotion2vec,sdm-w2v2-asr,1,-0.1606496125459671
sdm-emotion2vec,sdm-w2v2-asr,2,-0.21692439913749695
sdm-emotion2vec,sdm-w2v2-asr,3,-0.21630436182022095
sdm-emotion2vec,sdm-w2v2-asr,4,-0.22274042665958405
sdm-emotion2vec,sdm-w2v2-asr,5,-0.32750439643859863
sdm-emotion2vec,sdm-w2v2-asr,6,-0.32036083936691284
sdm-emotion2vec,sdm-w2v2-asr,7,-0.23611783981323242
sdm-emotion2vec,sdm-w2v2-asr,8,-0.23022682964801788
sdm-emotion2vec,sdm-w2v2-asr,9,-0.20797812938690186
sdm-emotion2vec,sdm-w2v2-asr,10,-0.23787900805473328
sdm-emotion2vec,sdm-w2v2-asr,11,-0.18327292799949646
sdm-emotion2vec,sdm-w2v2-asr,12,-0.2285068780183792
sdm-emotion2vec,sdm-w2v2-asr,13,-0.2135225236415863
sdm-emotion2vec,sdm-w2v2-asr,14,-0.17346447706222534
sdm-emotion2vec,sdm-w2v2-asr,15,-0.21841341257095337
sdm-emotion2vec,sdm-w2v2-asr,16,-0.2386210858821869
sdm-emotion2vec,sdm-w2v2-asr,17,-0.26056531071662903
sdm-emotion2vec,sdm-w2v2-asr,18,-0.3355850577354431
sdm-emotion2vec,sdm-w2v2-asr,19,-0.3237524926662445
sdm-emotion2vec,sdm-w2v2-asr,20,-0.35846471786499023
sdm-emotion2vec,sdm-w2v2-asr,21,-0.4256094992160797
sdm-emotion2vec,sdm-w2v2-asr,22,-0.4911162853240967
sdm-emotion2vec,sdm-w2v2-asr,23,-0.6498847007751465
sdm-emotion2vec,sdm-w2v2-asr,24,0.26100024580955505
sdm-emotion2vec,sdm-emotion2vec,0,-0.20404954254627228
sdm-emotion2vec,sdm-emotion2vec,1,-0.4480324685573578
sdm-emotion2vec,sdm-emotion2vec,2,-0.5113847255706787
sdm-emotion2vec,sdm-emotion2vec,3,-0.5805038809776306
sdm-emotion2vec,sdm-emotion2vec,4,-0.6491414904594421
sdm-emotion2vec,sdm-emotion2vec,5,-0.7688281536102295
sdm-emotion2vec,sdm-emotion2vec,6,-0.7250393033027649
sdm-emotion2vec,sdm-emotion2vec,7,-0.6663651466369629
sdm-emotion2vec,sdm-emotion2vec,8,-0.650793731212616
sdm-emotion2vec,sdm-emotion2vec,9,-0.6035966277122498
sdm-emotion2vec,sdm-emotion2vec,10,-0.5625506043434143
sdm-emotion2vec,sdm-emotion2vec,11,-0.5165390968322754
sdm-emotion2vec,sdm-emotion2vec,12,-0.5752466320991516
sdm-emotion2vec,sdm-emotion2vec,13,-0.5250687599182129
sdm-emotion2vec,sdm-emotion2vec,14,-0.5358613133430481
sdm-emotion2vec,sdm-emotion2vec,15,-0.524097740650177
sdm-emotion2vec,sdm-emotion2vec,16,-0.5571485757827759
sdm-emotion2vec,sdm-emotion2vec,17,-0.6290246844291687
sdm-emotion2vec,sdm-emotion2vec,18,-0.7169291377067566
sdm-emotion2vec,sdm-emotion2vec,19,-0.8134995102882385
sdm-emotion2vec,sdm-emotion2vec,20,-0.8465281128883362
sdm-emotion2vec,sdm-emotion2vec,21,-0.9506542086601257
sdm-emotion2vec,sdm-emotion2vec,22,-1.0957717895507812
sdm-emotion2vec,sdm-emotion2vec,23,-1.2517348527908325
sdm-emotion2vec,sdm-emotion2vec,24,0.0947655662894249
